text,label
अलिक टाढाको अर्कै शहर घुम्ने योजना बनेकोले चारैजना कारमा बसेर निस्किए,2
अलिक टाढाको अर्कै शहर घुम्ने योजना,2
चारैजना कारमा बसेर निस्किए,2
Nice film thanks for making people laugh,1
Nice film,1
thanks for making people laugh,1
people laugh,1
Ramesh uncle ko xoro is best,1
Ramesh uncle ko xoro,2
xoro is best,1
it shows the fragile economic condition of us,0
fragile economic condition,0
economic condition,2
condition of us,2
नेपालको कुल बजेटको लगभग आधा हिस्सा रेमिटान्स बाट भित्रीन्छ र यसैबाट देश चलेको छ,1
नेपालको कुल बजेटको लगभग आधा हिस्सा रेमिटान्स बाट भित्रीन् छ,2
यसैबाट देश चलेको छ,2
बजेटको लगभग आधा हिस्सा रेमिटान्स बाट भित्रीन् छ,2
रेमिटान्स पठाउन बिदेशी भुमिमा श्रम गरिरहेका नेपालीहरुलाई देशमा हुने चुनावमा भोट हाल्ने आफ्नो नैसर्गिक अधिकार बाट बन्चित गरिएको छ,1
देशमा हुने चुनावमा भोट हाल्ने आफ्नो नैसर्गिक अधिकार बाट बन्चित गरिएको छ,0
बन्चित गरिएको छ,0
आफ्नो नैसर्गिक अधिकार बाट बन्चित गरिएको छ,0
नैसर्गिक अधिकार,2
बन्चित,0
"हाम्रो सोंच यस्तो छ कि... हेल्मेट र सिटबेल्ट आफ्नो सुरक्षाका लागि भन्दा पनि ट्राफिकको आँखा छल्नका लागि बढी प्रयोग गर्छौँ । अनि ट्राफिक प्रहरीहरूको सोंच यस्तो छ कि... उनीहरू नागरिकको सुरक्षाका लागि भन्दा पनि आफ्नो कमाइका लागि बढी चिन्तित देखिन्छन् । नियम जति कडा भयो, उनीहरूलाई उति नै बढी फाइदा हुन्छ । सायद यसकारण पनि बाइक पछाडि बस्नेलाई पनि हेलमेट अनिवार्य गरिदैँछ ।",1
हाम्रो सोंच यस्तो छ कि... हेल्मेट र सिटबेल्ट आफ्नो सुरक्षाका लागि भन्दा पनि ट्राफिकको आँखा छल्नका लागि बढी प्रयोग गर्छौँ ।,1
