,text,label
512,आन्दोलन गर्ने जनतालाई भन्नुपर्ने हो Thanks त नत्र सरकारले यो असारमा सम्म पनि बनाउने थिएन,1
513,आन्दोलन गर्ने जनतालाई भन्नुपर्ने हो,2
514,रकारले यो असारमा सम्म पनि बनाउने थिएन,1
515,धन्यवाद सब्दको अपहेलना नगर्दा हुन्छ,1
516,अपहेलना नगर्दा हुन्छ,1
517,नगर्दा हुन्छ,1
518,सङ्गत गुनाको फल भन्दैमा उखु को छेउ मा रोपेको करेला गुलियो हुन्छ भन्न त भएन नि ,2
519,सङ्गत गुनाको फल,1
520,करेला गुलियो हुन्छ भन्न त भएन नि,1
521,गुलियो हुन्छ,2
522,लोकतन्त्रको विकासमा फाइदा भन्या यही हो । आन्दोलन सत्कर्मको लागी गरौ,1
523,लोकतन्त्रको विकासमा फाइदा भन्या यही हो ।,2
524,आन्दोलन सत्कर्मको लागी गरौ,1
525,विकासमा फाइदा भन्या यही हो ।,2
526,Power of locals people,1
527,Power of locals,1
528,locals people,2
529,यतिका महिना धुलो हिलो सहने जनतालाई धन्यवाद,1
530,धुलो हिलो सहने जनतालाई धन्यवाद,1
531,यतिका महिना धुलो हिलो सहने,2
532,धुलो हिलो,0
533,गरिब किसानको पसिना तरर बिचौलिया कारैमा सरर  हाम्रो नेपालमा,1
534,गरिब किसानको पसिना तरर,0
535,बिचौलिया कारैमा सरर,0
536,हाम्रो नेपालमा,2
537,बिचौलिया,0
538,यसरी भाभुक न बनाऊ न,2
539,भाभुक न बनाऊ न,2
540,Wow nice post thanks for sharing,1
541,Wow nice post,1
542,thanks for sharing,1
543,Best nepali movie ever I watched,1
544,Best nepali movie ever,1
545,movie ever I watched,2
546,Best nepali,1
547,Sai ho bipin karki the best actor in nepali cinema of all time,1
548,Sai ho bipin karki,1
549,Sai ho,1
550,bipin karki the best actor,1
551,best actor in nepali cinema,1
552,best actor in nepali cinema of all time,1
553,अस्ट्रेलिया एक महंगो देश हो तर त्यहाँका जनताले पाउने सार्वजनिक सेवा भने अत्यन्तै राम्रो,1
554,अस्ट्रेलिया एक महंगो देश,0
555,त्यहाँका जनताले पाउने सार्वजनिक सेवा भने अत्यन्तै राम्रो,1
556,सेवा भने अत्यन्तै राम्रो,1
557,अत्यन्तै राम्रो,1
558,सार्वजनिक सेवा,2
559,अलिक टाढाको अर्कै शहर घुम्ने योजना बनेकोले चारैजना कारमा बसेर निस्किए,2
560,अलिक टाढाको अर्कै शहर घुम्ने योजना,2
561,चारैजना कारमा बसेर निस्किए,2
562,Nice film thanks for making people laugh,1
563,Nice film,1
564,thanks for making people laugh,1
565,people laugh,1
566,Ramesh uncle ko xoro is best,1
567,Ramesh uncle ko xoro,2
568,xoro is best,1
569,it shows the fragile economic condition of us,0
570,fragile economic condition,0
571,economic condition,2
572,condition of us,2
573,नेपालको कुल बजेटको लगभग आधा हिस्सा रेमिटान्स बाट भित्रीन्छ र यसैबाट देश चलेको छ,1
